id,review,sentiment
1252,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1253,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1254,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1255,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1256,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1257,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1258,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1259,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1260,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1261,"HP lebih murah, tapi Epson lebih awet.",Positif
1262,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1263,Brother lebih hemat listrik dibanding Epson.,Negatif
1264,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1265,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1266,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1267,"HP lebih murah, tapi Epson lebih awet.",Positif
1268,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1269,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1270,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1271,Printer Epson lebih hemat tinta dibanding HP.,Positif
1272,Canon lebih awet dibanding Epson.,Negatif
1273,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1274,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1275,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1276,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1277,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1278,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1279,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1280,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1281,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1282,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1283,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1284,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1285,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1286,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1287,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1288,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1289,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1290,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1291,Canon lebih awet dibanding Epson.,Negatif
1292,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1293,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1294,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1295,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1296,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1297,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1298,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1299,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1300,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1301,"HP lebih murah, tapi Epson lebih awet.",Positif
1302,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1303,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1304,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1305,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1306,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1307,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1308,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1309,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1310,Printer Epson lebih hemat tinta dibanding HP.,Positif
1311,Printer Epson lebih hemat tinta dibanding HP.,Positif
1312,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1313,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1314,Printer Epson ini sangat bagus dan awet.,Positif
1315,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1316,Printer Epson lebih hemat tinta dibanding HP.,Positif
1317,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1318,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1319,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1320,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1321,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1322,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1323,Canon lebih awet dibanding Epson.,Negatif
1324,"Printer ini sering macet, saya kecewa.",Negatif
1325,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1326,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1327,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1328,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1329,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1330,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1331,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1332,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1333,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1334,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1335,Canon lebih awet dibanding Epson.,Negatif
1336,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1337,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1338,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1339,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1340,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1341,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1342,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1343,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1344,Printer Epson ini sangat bagus dan awet.,Positif
1345,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1346,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1347,Brother lebih hemat listrik dibanding Epson.,Negatif
1348,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1349,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1350,Canon lebih awet dibanding Epson.,Negatif
1351,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1352,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1353,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1354,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1355,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1356,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1357,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1358,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1359,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1360,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1361,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1362,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1363,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1364,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1365,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1366,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1367,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1368,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1369,"Printer ini sering macet, saya kecewa.",Negatif
1370,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1371,Printer Epson lebih hemat tinta dibanding HP.,Positif
1372,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1373,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1374,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1375,"HP lebih murah, tapi Epson lebih awet.",Positif
1376,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1377,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1378,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1379,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1380,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1381,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1382,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1383,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1384,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1385,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1386,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1387,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1388,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1389,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1390,Brother lebih hemat listrik dibanding Epson.,Negatif
1391,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1392,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1393,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1394,"HP lebih murah, tapi Epson lebih awet.",Positif
1395,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1396,Brother lebih hemat listrik dibanding Epson.,Negatif
1397,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1398,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1399,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1400,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1401,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1402,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1403,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1404,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1405,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1406,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1407,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1408,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1409,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1410,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1411,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1412,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1413,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1414,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1415,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1416,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1417,Brother lebih hemat listrik dibanding Epson.,Negatif
1418,"HP lebih murah, tapi Epson lebih awet.",Positif
1419,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1420,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1421,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1422,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1423,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1424,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1425,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1426,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1427,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1428,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1429,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1430,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1431,Printer Epson ini sangat bagus dan awet.,Positif
1432,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1433,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1434,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1435,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1436,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1437,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1438,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1439,"Printer ini sering macet, saya kecewa.",Negatif
1440,"HP lebih murah, tapi Epson lebih awet.",Positif
1441,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1442,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1443,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1444,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1445,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1446,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1447,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1448,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1449,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1450,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1451,"HP lebih murah, tapi Epson lebih awet.",Positif
1452,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1453,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1454,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1455,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1456,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1457,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1458,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1459,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1460,Epson terlalu mahal dibanding kompetitor.,Negatif
1461,Canon lebih awet dibanding Epson.,Negatif
1462,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1463,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1464,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1465,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1466,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1467,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1468,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1469,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1470,Epson terlalu mahal dibanding kompetitor.,Negatif
1471,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1472,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1473,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1474,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1475,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1476,Epson terlalu mahal dibanding kompetitor.,Negatif
1477,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1478,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1479,Printer Epson lebih hemat tinta dibanding HP.,Positif
1480,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1481,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1482,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1483,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1484,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1485,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1486,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1487,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1488,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1489,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1490,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1491,Canon lebih awet dibanding Epson.,Negatif
1492,Printer Epson lebih hemat tinta dibanding HP.,Positif
1493,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1494,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1495,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1496,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1497,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1498,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1499,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1500,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1501,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1502,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1503,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1504,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1505,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1506,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1507,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1508,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1509,Brother lebih hemat listrik dibanding Epson.,Negatif
1510,"HP lebih murah, tapi Epson lebih awet.",Positif
1511,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1512,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1513,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1514,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1515,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1516,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1517,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1518,Epson terlalu mahal dibanding kompetitor.,Negatif
1519,Printer Epson lebih hemat tinta dibanding HP.,Positif
1520,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1521,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1522,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1523,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1524,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1525,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1526,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1527,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1528,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1529,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1530,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1531,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1532,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1533,"HP lebih murah, tapi Epson lebih awet.",Positif
1534,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1535,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1536,"HP lebih murah, tapi Epson lebih awet.",Positif
1537,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1538,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1539,"HP lebih murah, tapi Epson lebih awet.",Positif
1540,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1541,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1542,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1543,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1544,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1545,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1546,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1547,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1548,Printer Epson ini sangat bagus dan awet.,Positif
1549,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1550,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1551,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1552,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1553,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1554,Epson terlalu mahal dibanding kompetitor.,Negatif
1555,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1556,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1557,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1558,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1559,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1560,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1561,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1562,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1563,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1564,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1565,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1566,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1567,Printer Epson lebih hemat tinta dibanding HP.,Positif
1568,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1569,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1570,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1571,"HP lebih murah, tapi Epson lebih awet.",Positif
1572,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1573,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1574,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1575,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1576,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1577,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1578,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1579,Printer Epson lebih hemat tinta dibanding HP.,Positif
1580,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1581,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1582,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1583,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1584,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1585,Printer Epson lebih hemat tinta dibanding HP.,Positif
1586,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1587,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1588,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1589,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1590,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1591,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1592,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1593,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1594,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1595,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1596,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1597,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1598,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1599,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1600,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1601,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1602,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1603,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1604,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1605,Brother lebih hemat listrik dibanding Epson.,Negatif
1606,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1607,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1608,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1609,Canon lebih awet dibanding Epson.,Negatif
1610,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1611,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1612,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1613,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1614,Brother lebih hemat listrik dibanding Epson.,Negatif
1615,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1616,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1617,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1618,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1619,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1620,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1621,Epson terlalu mahal dibanding kompetitor.,Negatif
1622,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1623,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1624,Brother lebih hemat listrik dibanding Epson.,Negatif
1625,Printer Epson lebih hemat tinta dibanding HP.,Positif
1626,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1627,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1628,"HP lebih murah, tapi Epson lebih awet.",Positif
1629,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1630,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1631,"HP lebih murah, tapi Epson lebih awet.",Positif
1632,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1633,Epson terlalu mahal dibanding kompetitor.,Negatif
1634,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1635,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1636,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1637,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1638,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1639,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1640,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1641,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1642,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1643,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1644,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1645,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1646,Epson terlalu mahal dibanding kompetitor.,Negatif
1647,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1648,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1649,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1650,"HP lebih murah, tapi Epson lebih awet.",Positif
1651,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1652,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1653,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1654,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1655,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1656,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
